order_id,user_id,order_dow,order_hour_of_day
1917610,85710,2,11
2559053,85714,1,16
3101236,85714,1,10
1544421,85716,2,9
3054643,85717,0,17
1101505,85720,6,10
677659,85730,1,10
1302758,85730,3,15
3287122,85730,3,15
1940291,85731,5,11
3384575,85731,4,10
951981,85741,1,13
2726152,85746,5,1
2526531,85755,0,10
3292454,85757,1,10
2691300,85757,0,15
2601238,85761,6,14
2854151,85767,0,15
2414667,85771,6,16
3321105,85776,4,0
2060683,85779,0,13
261598,85801,2,8
1490871,85812,1,8
2807228,85818,0,17
908095,85833,2,17
2500518,85839,1,15
2892541,85847,5,11
2224090,85862,4,6
189866,85882,0,10
2315245,85889,4,14
1133153,85889,3,8
1931149,85901,3,21
413063,85908,2,23
535825,85909,4,7
668181,85917,0,10
1570418,85918,0,13
2719453,85922,4,17
62890,85926,1,16
1216172,85940,4,15
2667314,85946,6,18
205952,85965,1,10
2731360,85968,3,14
1173270,85969,3,11
3202210,85970,1,16
3170955,85973,6,20
496775,85989,4,10
3180490,85989,4,15
2444888,85997,2,21
2756258,85997,3,18
2422740,86004,0,18
3112947,86012,3,6
1147125,86017,5,14
2230388,86027,2,13
3008609,86028,1,0
780996,86028,0,12
3151782,86039,2,21
2590484,86042,1,9
2642979,86052,6,12
2438811,86052,6,13
2094829,86058,5,8
2838223,86061,5,13
2097709,86061,4,6
1440275,86061,4,13
777302,86066,0,11
2538314,86067,0,11
1197218,86089,2,10
3191375,86093,3,9
1584238,86096,5,8
121315,86096,3,20
2293759,86109,2,8
2959990,86117,0,13
1087997,86142,0,9
1287433,86142,2,20
1238949,86142,0,11
1609098,86142,0,11
66224,86147,5,18
1427835,86152,5,8
473675,86155,3,14
2110082,86157,2,0
518907,86160,0,15
1873479,86175,1,12
2408742,86177,4,10
2004119,86189,1,11
844488,86212,0,17
3250120,86216,1,10
3031372,86218,6,9
3403791,86218,1,16
2242652,86219,5,16
3393132,86221,1,18
335148,86233,0,15
2926122,86236,0,10
3094822,86252,3,10
2421731,86256,5,10
2091010,86262,3,14
634682,86285,0,15
1205518,86288,0,10
2779150,86290,6,20
1227314,86295,2,16
995605,86295,4,9
459520,86304,1,11
382388,86310,3,18
2098289,86322,2,17
2332791,86322,3,22
38690,86326,4,13
1759630,86327,2,9
1185932,86330,3,10
492373,86333,5,13
1633980,86337,0,16
2952700,86342,0,11
452378,86344,1,10
1882384,86348,6,14
848951,86350,3,13
3064862,86352,0,13
1047931,86365,5,16
49839,86367,4,16
1652236,86369,4,22
121261,86373,4,9
841756,86376,3,10
1407893,86377,0,13
167276,86382,1,9
94235,86402,4,15
2620406,86410,0,8
88890,86425,3,7
1886890,86433,6,17
2941025,86437,2,14
2972865,86439,1,11
1299643,86454,0,23
212589,86461,4,13
2683106,86461,1,10
310581,86462,6,9
1314525,86465,0,12
1182451,86475,6,21
3066510,86480,0,1
841660,86487,2,23
2761621,86490,4,12
1335835,86503,2,8
696798,86503,0,11
2269756,86503,4,7
1724393,86505,4,21
3222212,86527,3,8
2815743,86536,2,13
3333496,86537,0,13
3074069,86558,3,9
981188,86558,1,11
2721032,86569,3,15
862545,86569,6,12
2375531,86569,3,10
3112479,86569,3,19
1123155,86584,2,13
496784,86591,3,10
374790,86599,5,17
462807,86609,0,13
1173474,86615,2,12
1552407,86616,0,9
2502641,86618,0,11
1086006,86623,0,14
1959619,86625,3,19
969336,86633,4,11
2374142,86645,4,14
1451615,86645,4,8
2323100,86645,4,21
1390220,86659,4,7
545228,86661,3,12
743599,86666,4,13
276429,86666,0,14
822380,86669,4,20
2187826,86669,1,15
3208087,86669,3,18
1578040,86678,5,21
2034101,86679,3,11
2233519,86689,3,22
1978362,86692,4,13
2671438,86693,1,8
488665,86695,5,17
3051741,86713,5,9
1029320,86723,1,11
3270844,86727,6,13
2177667,86739,5,19
1896288,86745,3,10
1347556,86750,6,21
56768,86750,4,13
1623469,86755,3,14
1552954,86766,1,12
309156,86773,6,18
1743042,86774,5,13
2317637,86798,3,7
46156,86801,4,10
1700494,86802,4,19
2955053,86803,0,11
387168,86809,3,21
1874467,86811,0,15
2267111,86823,3,15
93294,86827,3,10
594858,86830,0,18
3054636,86842,0,10
15684,86849,0,18
2642740,86851,2,10
41956,86867,4,14
367179,86873,0,18
2381359,86875,4,11
62007,86875,0,12
1087518,86881,0,13
857939,86882,0,18
571238,86889,3,19
401753,86896,5,15
460133,86896,1,19
314433,86905,1,10
379719,86909,1,13
96889,86909,1,13
941043,86912,5,20
2561335,86935,4,17
2006038,86936,6,16
2596871,86954,4,9
1601762,86955,3,7
2981349,86964,6,18
2330797,86970,0,13
1772774,86984,3,11
68938,86992,4,13
1301548,86993,2,20
3282966,87000,1,11
376099,87003,3,11
2953327,87012,0,17
2546085,87020,6,20
2693485,87026,3,11
1242600,87033,3,19
3332823,87050,4,10
1224791,87050,4,22
443555,87056,2,6
1730978,87058,1,14
1696900,87061,0,15
2727542,87061,6,14
3153908,87064,4,9
3167912,87065,0,7
2430004,87069,0,12
2596204,87076,0,9
2372334,87084,2,15
1692389,87110,5,15
656812,87111,6,12
229344,87117,3,8
1675314,87124,3,15
30492,87126,4,14
180991,87143,4,16
2556731,87143,6,10
162815,87145,1,19
3124939,87152,4,18
1028047,87155,1,15
203141,87158,5,8
2671155,87168,4,14
1182331,87169,4,10
2266934,87170,4,19
2349926,87180,1,15
2898409,87188,6,14
1101551,87200,6,16
366203,87208,5,14
3140084,87208,3,14
1956136,87211,6,13
2421891,87214,0,14
1985706,87216,2,15
3101976,87220,0,8
1706623,87225,2,12
1473853,87238,6,16
1283336,87238,3,17
3375391,87238,2,13
125850,87238,4,18
56089,87241,4,10
1626213,87246,4,11
749168,87258,0,14
3385902,87275,4,18
2063728,87293,1,21
2118418,87298,3,9
2012514,87313,2,9
468542,87314,2,12
2896396,87317,1,12
1240950,87340,5,11
2483200,87340,3,11
168857,87345,4,14
1745732,87345,0,10
366707,87351,1,10
3321883,87351,2,11
402116,87360,0,7
2841931,87363,4,12
1853508,87363,6,7
1160870,87367,3,17
3061408,87373,2,15
2658378,87383,1,18
1697291,87384,2,18
968223,87388,6,18
238588,87393,6,8
186750,87400,1,18
2269489,87402,4,12
438073,87406,3,8
2575252,87407,0,16
447280,87418,2,13
987194,87423,2,19
989306,87428,5,19
390486,87435,2,15
2726812,87445,3,18
2207977,87446,5,20
257030,87447,4,15
1921378,87457,2,11
538063,87464,5,21
2133191,87470,1,14
3148226,87470,2,15
3324176,87473,1,13
1516979,87473,3,13
1805252,87486,1,16
1200958,87501,3,14
1275168,87513,0,15
3006465,87516,5,15
1887174,87533,5,18
2741379,87539,4,18
2687868,87540,6,11
859362,87548,1,14
3134974,87549,3,19
2965879,87569,2,5
475084,87592,6,7
508539,87593,4,10
1398361,87593,5,9
1850590,87594,4,12
3128799,87601,6,14
1209948,87623,4,14
2970712,87629,4,12
947131,87632,1,20
465110,87636,0,15
2509577,87638,1,10
1893495,87641,4,18
5752,87659,5,7
93640,87662,5,16
2585935,87664,2,10
2428846,87665,6,16
359228,87669,2,12
1331626,87672,0,10
2999800,87675,0,13
2422782,87680,3,9
914087,87680,5,16
451944,87684,3,12
830154,87686,6,14
2083270,87686,6,8
1799411,87686,3,7
3402472,87687,1,7
234837,87691,1,6
2456655,87692,6,11
244804,87696,0,17
2890864,87696,0,19
1309674,87697,0,16
3203796,87706,2,21
2244903,87710,5,11
1071619,87715,5,14
2207409,87735,5,10
1131970,87735,5,9
3152039,87737,5,18
1772432,87737,1,16
1214761,87737,1,9
1924573,87737,6,13
1859658,87738,6,19
939420,87741,1,20
914915,87741,6,10
2409173,87748,4,10
2546682,87749,3,17
3407798,87749,5,10
1796469,87752,1,15
1134529,87755,5,12
2209153,87758,2,0
637155,87759,1,12
859261,87767,0,14
2730313,87777,6,3
1142629,87782,6,9
2917798,87788,1,10
2626447,87793,0,13
3191586,87793,2,6
2650261,87830,1,9
930777,87841,6,11
489442,87843,0,9
3029880,87845,6,15
1578975,87849,0,7
904612,87858,0,14
2335986,87870,6,13
1381398,87870,3,17
1964427,87875,0,21
231000,87888,0,10
2372525,87889,5,13
465294,87927,6,14
1590381,87931,3,13
457540,87937,6,13
2154710,87939,5,13
2514601,87948,0,6
2616750,87948,6,7
494982,87951,1,10
2336563,87959,4,19
1983710,87965,3,12
3138991,87976,4,18
733704,87994,5,12
493991,87996,1,15
2516054,88006,4,1
3205792,88010,6,16
36721,88019,5,13
2634152,88020,1,16
2096830,88026,2,13
2773347,88040,5,11
1424017,88045,1,8
2477287,88045,1,7
2710225,88046,1,23
935857,88057,1,16
560423,88062,4,9
2424888,88063,5,13
1214685,88073,1,12
711773,88091,5,13
3104545,88096,5,7
269192,88102,4,22
1482386,88103,2,13
2052301,88107,1,11
74050,88112,1,13
2982010,88112,6,22
790633,88118,4,9
2899192,88124,3,12
1299370,88126,4,11
3021588,88135,4,7
668446,88141,5,14
26899,88145,5,17
669453,88150,4,18
3093729,88158,1,10
856645,88185,1,17
1684800,88187,1,18
2840704,88206,5,15
205783,88216,5,8
540984,88223,2,12
978794,88239,0,8
566706,88254,2,20
2565127,88258,4,12
3042992,88262,2,14
2880508,88264,4,17
1524407,88266,0,10
253190,88267,6,16
2434375,88269,2,11
1513595,88270,1,19
2053817,88271,6,11
1740657,88271,2,16
62510,88273,2,8
359113,88275,4,13
2530190,88277,1,9
1864560,88281,5,10
2315249,88295,4,14
1717418,88297,3,12
2394615,88303,4,7
2604094,88317,1,20
2610975,88321,0,14
1891128,88322,5,17
1840130,88322,0,18
2963735,88329,4,15
1395460,88332,0,12
1065412,88341,2,18
83282,88344,3,13
2321382,88349,1,10
516894,88354,4,16
3173604,88354,5,20
3120735,88356,2,15
189224,88361,6,18
3406481,88372,1,21
1639294,88372,5,10
3225201,88373,5,17
3331624,88376,4,8
906160,88382,2,13
1352720,88388,3,10
1015184,88392,1,13
2761399,88399,3,19
1237623,88401,3,13
201439,88409,1,15
3109825,88420,6,15
839346,88426,2,13
934400,88434,2,12
488992,88436,1,14
424402,88443,0,13
2386789,88445,6,12
438427,88445,6,12
2000633,88450,1,16
1353736,88450,6,15
2625425,88451,0,12
2873644,88464,3,8
227720,88470,6,13
3027195,88475,5,6
3067051,88475,5,11
1926558,88477,4,19
264709,88490,1,2
2718294,88491,1,17
3275230,88492,1,12
904057,88494,2,12
2405701,88494,4,15
1813659,88505,0,11
2838012,88505,6,20
2419240,88506,4,22
257626,88513,0,15
902385,88513,2,12
2607160,88515,6,21
2436807,88519,0,11
3127105,88527,0,20
3209957,88531,0,16
650823,88551,5,15
43211,88552,1,15
841091,88553,3,9
1136870,88554,3,14
3102844,88569,5,9
1979560,88571,5,17
463984,88573,1,15
2896746,88587,1,6
1486371,88589,3,11
533464,88602,3,15
2680994,88631,5,14
3139312,88648,4,15
1057089,88648,5,22
313636,88650,3,12
2719347,88658,0,14
3378706,88662,0,11
1555413,88669,4,9
3368894,88672,5,9
2062533,88684,0,12
1725450,88698,5,9
149820,88703,2,7
2059492,88715,4,10
39110,88724,1,10
3101019,88725,3,8
1154017,88736,0,17
1523678,88736,3,13
1962082,88747,3,8
973023,88768,5,21
1342339,88771,4,15
839090,88783,3,14
506931,88792,0,14
3182397,88792,1,11
687329,88799,1,11
2893145,88815,4,12
773073,88824,1,10
1270143,88824,2,14
3004260,88826,0,21
2845009,88828,0,12
3005498,88838,2,11
1902364,88850,5,14
1708989,88881,1,15
2536473,88888,4,19
1125827,88890,3,19
248455,88894,2,12
2633141,88895,1,17
1956034,88900,4,18
1155776,88904,0,12
3282488,88911,3,11
2510925,88911,3,15
194696,88927,4,9
2691847,88930,0,17
934357,88932,4,9
2229062,88936,3,11
3297152,88940,4,14
2481700,88941,6,19
2766267,88945,6,10
39995,88946,0,14
2079976,88952,2,6
2003902,88954,0,12
1886289,88954,3,16
2766855,88971,5,17
1142361,88986,1,13
1141863,88987,1,11
1860605,88991,6,17
1707025,88994,1,13
2386058,88996,4,10
433896,88997,5,20
1946944,89004,5,12
3347657,89006,1,20
1204668,89008,4,14
1749273,89016,5,7
884615,89018,4,12
2549932,89018,4,8
1620101,89021,1,12
2576829,89025,0,15
3075075,89039,4,20
2239075,89042,5,4
3355331,89047,5,15
706603,89064,6,14
3089929,89065,5,16
1872942,89066,5,15
2013306,89070,6,13
3060001,89072,6,11
2596062,89079,1,12
1221637,89084,1,8
2178992,89094,6,9
2583582,89096,2,16
850317,89098,3,7
874088,89106,1,17
3280221,89109,1,16
1335001,89111,0,7
3312476,89114,2,10
433205,89127,0,10
2891955,89135,0,14
1780767,89138,4,10
3387597,89140,5,10
3346879,89144,2,19
2950895,89149,5,8
429841,89150,5,14
2466530,89158,0,9
1609379,89159,0,12
2066776,89171,1,6
2503960,89180,2,10
3253639,89180,3,16
93534,89182,1,12
326693,89198,1,8
1272847,89212,3,12
654781,89226,4,14
2943397,89227,2,12
827708,89230,6,15
1562195,89230,0,8
1957112,89233,3,9
476191,89233,2,9
2213825,89251,1,14
2908004,89251,2,13
1482678,89251,3,23
2197027,89251,5,0
1810231,89255,1,14
1015044,89261,1,9
1672335,89261,3,9
2146494,89265,5,12
563275,89272,6,15
2496607,89272,5,13
117436,89275,0,21
663342,89280,2,20
2569655,89290,5,20
959835,89290,4,11
1945280,89293,4,15
1348830,89299,4,8
1624865,89311,5,21
1389575,89317,2,17
2770336,89340,5,12
2331851,89342,3,19
2167233,89344,1,14
2967206,89346,4,10
3329153,89350,5,15
635231,89363,1,12
1481403,89363,2,14
1093966,89376,2,9
1334236,89379,2,12
2331032,89379,0,10
2938460,89389,3,11
1418659,89410,0,11
2517965,89410,3,17
2867349,89414,4,11
2208346,89415,0,17
1552654,89419,0,14
2460885,89420,3,9
1010249,89423,3,11
2414106,89424,1,12
1950017,89427,2,14
1072643,89440,1,19
605745,89447,5,10
2958175,89457,4,15
362516,89463,2,12
2520718,89470,6,15
108446,89473,1,17
838533,89489,6,12
3131028,89489,6,12
3410452,89494,0,10
80589,89495,0,18
2610305,89511,1,10
746625,89511,1,9
2311782,89512,1,22
510851,89516,4,14
2446771,89516,3,10
1939935,89522,1,18
994563,89522,1,15
2799432,89527,5,14
3212474,89533,5,17
2586668,89533,5,16
2816703,89543,1,10
276494,89549,1,15
1310837,89558,4,17
1728147,89562,6,11
79765,89567,5,13
1651958,89573,6,10
1684635,89577,2,12
2645431,89581,3,10
543962,89587,0,10
925508,89589,3,11
3077949,89592,5,13
3149463,89598,1,14
2380078,89609,2,18
2070036,89613,5,19
2185146,89618,2,22
3027782,89623,0,13
1698557,89625,2,11
1480929,89631,6,13
3000329,89635,0,12
2192584,89635,6,15
3411555,89639,0,8
209975,89639,1,22
1577750,89641,2,19
975362,89642,4,10
3277454,89645,0,9
930981,89662,4,16
328124,89670,5,20
44076,89672,3,23
2578216,89674,5,13
2362953,89678,1,14
1296245,89687,1,20
449100,89693,2,13
2665279,89698,2,23
2872787,89708,0,8
1922781,89713,1,21
1142937,89715,3,15
2280929,89716,3,13
454440,89716,1,10
1983711,89724,5,10
3140300,89724,1,12
1435417,89724,5,9
2892504,89725,5,8
145755,89734,0,6
1146093,89735,6,16
2058937,89737,5,17
587971,89744,2,16
2122379,89746,3,19
2547472,89750,4,15
672110,89752,4,9
382249,89760,0,17
709110,89761,5,19
70820,89763,3,16
615325,89768,0,13
2142175,89774,4,9
1483620,89784,6,10
3001391,89787,2,11
710109,89805,2,13
2889637,89813,2,9
1652938,89823,3,18
1966710,89825,1,12
1638080,89838,5,10
2573109,89841,4,14
1231035,89847,4,15
193668,89852,3,22
1692593,89852,4,18
860482,89857,1,14
2702380,89866,4,8
696382,89866,1,10
1126972,89872,2,13
2103756,89894,1,12
3064082,89900,0,14
983235,89913,1,13
3205527,89930,5,15
1834098,89930,0,7
3409799,89934,1,10
2707504,89934,2,12
635338,89934,2,10
2628750,89960,0,8
3238663,89965,6,19
953373,89966,2,8
845361,89977,3,17
2779943,89977,5,14
2949640,89978,5,10
2154620,89980,3,9
1271454,89980,3,13
2925925,89989,5,13
1696172,89989,5,9
1110541,89990,3,13
2366249,89993,1,1
1537770,89999,5,10
2295645,90003,2,9
778540,90023,5,15
2170007,90025,3,8
2222798,90038,3,19
1444791,90039,4,10
526796,90041,1,10
3152671,90047,0,19
660431,90048,1,11
2176562,90061,1,14
575856,90071,4,13
3159805,90074,0,8
375250,90074,0,14
1256578,90089,4,15
3167304,90094,1,9
2737594,90096,1,8
3213450,90099,2,7
3313933,90115,0,13
1425519,90115,5,10
1597307,90119,6,15
1528249,90120,0,10
1502084,90133,3,15
422969,90133,5,11
2938852,90138,5,20
1771087,90139,5,17
540664,90139,5,15
2296955,90139,5,17
686614,90144,0,14
2588539,90144,3,18
1409539,90160,5,18
3246771,90161,2,15
1265095,90162,3,15
2325217,90172,1,15
1717022,90175,6,17
1434903,90177,2,15
1237583,90185,3,18
2529943,90187,0,13
583297,90187,4,12
3165112,90193,6,16
863575,90193,5,18
1757084,90195,4,18
1271930,90198,0,11
1572232,90203,3,11
1345833,90205,1,16
1470438,90208,1,9
2295835,90220,2,15
579412,90221,6,13
3400177,90221,0,8
2254159,90235,0,7
2643838,90265,1,15
2600640,90270,0,9
1950538,90270,2,16
2135173,90280,1,9
3178372,90282,1,8
2027968,90283,3,11
2464226,90285,4,19
3001828,90300,5,12
3240920,90300,4,10
3227601,90300,5,13
3112716,90301,5,9
2867405,90303,0,17
768042,90315,1,13
2274821,90325,3,16
2766985,90326,0,9
1091184,90328,4,17
1513623,90344,5,19
3149130,90345,0,13
2694196,90350,0,11
2646064,90354,0,10
2032106,90357,1,13
3241714,90358,1,6
97278,90384,2,11
180796,90384,3,10
1050701,90395,3,11
3359703,90415,2,14
350978,90415,2,15
1473257,90422,0,10
2579315,90437,4,12
1335751,90453,5,7
387901,90462,0,19
1423693,90463,4,14
3374387,90464,4,11
2962615,90473,2,14
2763012,90479,1,23
2199028,90485,5,12
2860926,90492,0,7
2096287,90498,1,19
1034906,90505,1,15
2829488,90510,3,15
1315567,90516,3,10
771680,90517,2,21
3342013,90517,6,20
1868072,90526,2,10
3228867,90530,1,17
2970571,90542,2,15
58099,90552,6,10
395333,90555,3,9
3388767,90563,6,12
2758424,90576,0,17
167486,90576,2,20
2071931,90584,3,13
2702954,90589,2,9
2446621,90611,5,15
2126721,90630,4,9
1394051,90632,1,16
1939766,90632,2,10
1998852,90648,2,14
2919362,90648,5,13
1903562,90648,5,16
888144,90671,1,15
3026836,90678,6,8
3238863,90678,6,13
1207931,90684,6,11
2708097,90692,5,0
54250,90699,6,14
1329975,90712,0,16
1694124,90722,6,11
1400460,90726,6,15
2230874,90748,2,20
1425965,90749,0,20
3231445,90755,4,16
2230185,90758,5,12
3009171,90765,4,20
1621013,90774,1,14
2476135,90775,3,7
2119605,90784,6,10
216659,90787,0,19
2118789,90788,5,16
2483455,90806,5,15
2306385,90807,6,17
1411759,90808,2,19
3318061,90815,5,17
1438548,90832,2,20
2731503,90835,1,16
2507940,90843,0,12
201422,90843,2,10
1997613,90858,6,7
2470415,90866,1,9
579382,90877,5,16
1066266,90884,5,11
2801639,90900,5,19
2900149,90906,1,15
1152044,90908,0,11
1420622,90918,1,11
1378263,90927,6,14
2970958,90934,1,15
3162580,90954,1,16
2537516,90963,4,10
670519,90964,3,7
2337541,90964,6,10
2821683,90967,4,18
2608279,90977,4,16
1205785,90979,2,12
1575672,90995,1,10
664482,90996,6,11
3246559,91001,6,16
3188075,91013,0,14
1184552,91018,6,8
1028505,91027,1,12
2252957,91032,4,15
1950533,91035,5,9
3130498,91041,1,15
1187724,91043,1,12
274548,91046,1,18
1332426,91047,6,8
3292963,91049,4,11
854233,91060,5,17
1050010,91062,2,12
717027,91063,6,12
152071,91067,6,12
2355827,91068,6,15
3116132,91068,6,16
1122975,91082,4,16
2146380,91086,0,14
2733014,91091,2,13
3324667,91093,6,13
3116276,91097,4,11
1144303,91101,5,18
3322462,91108,5,14
1829944,91122,4,9
1730449,91128,3,16
2447615,91133,0,7
2633333,91136,1,17
2282182,91139,5,11
1983766,91147,5,15
99710,91148,1,22
695251,91155,0,21
3393093,91170,5,12
1825333,91175,1,16
862736,91184,3,16
553217,91189,3,10
767891,91198,6,13
1888600,91208,4,19
719045,91208,2,0
1291249,91214,2,16
2226950,91220,4,23
1707724,91224,4,18
1700623,91227,1,15
3088113,91243,1,8
274493,91251,6,18
1235245,91256,6,17
2780763,91263,3,14
1569075,91263,0,13
330958,91264,0,13
3304772,91270,0,20
2902357,91300,4,16
1364027,91309,4,10
202625,91309,1,10
2161187,91323,2,12
3331557,91328,5,19
1728150,91330,4,9
1028656,91330,1,8
807878,91331,0,13
2828500,91342,1,11
2366805,91344,1,12
2675091,91346,1,13
1880417,91351,3,17
450361,91351,1,14
2226613,91351,2,17
3203898,91352,1,11
1610426,91355,6,21
1120906,91357,3,9
2459341,91359,5,8
169048,91359,5,8
1982342,91359,4,13
2046620,91361,6,12
3231059,91372,1,17
1308606,91378,5,18
2402406,91380,6,19
702920,91383,2,19
3237764,91396,3,14
1759100,91406,4,13
3113658,91422,3,15
2766691,91423,1,18
2729588,91426,2,16
1095307,91431,0,6
1444482,91432,4,23
1150341,91446,2,16
43914,91452,1,12
2713843,91459,6,11
563733,91472,1,12
3294949,91473,0,17
2954471,91488,1,8
81703,91501,2,17
2050260,91505,1,17
1164197,91512,1,11
1301357,91513,5,17
1347976,91520,0,18
576787,91521,1,10
1718933,91522,1,1
2526397,91553,2,12
2400178,91557,3,9
1985183,91565,4,19
930216,91565,4,1
1696335,91565,1,17
612721,91565,1,19
1765337,91565,0,18
949903,91569,1,23
1693902,91571,6,18
408965,91575,1,19
524178,91589,0,15
1814000,91601,0,18
122600,91609,0,16
2871985,91620,1,9
2146807,91637,3,10
3336433,91640,0,17
1803920,91650,2,16
1780139,91655,3,19
3102500,91661,6,17
1971484,91666,5,15
1402234,91668,0,9
3016412,91676,0,11
3342045,91679,4,7
2028037,91680,2,14
568413,91698,2,15
2518039,91699,6,10
507158,91699,2,14
1441511,91707,0,15
92939,91712,1,13
2909638,91720,0,22
1065706,91721,6,9
1264430,91731,3,9
1803628,91736,3,20
1403159,91744,3,14
2495710,91747,0,14
926604,91771,1,22
2907277,91771,3,17
1217285,91777,2,22
2858754,91786,5,8
1545938,91790,3,12
203327,91791,2,10
2051298,91798,5,14
1885782,91799,5,16
1301441,91812,5,16
2452640,91828,6,12
510671,91831,4,14
1914796,91847,1,12
666222,91855,4,18
2987535,91860,3,13
558003,91868,6,17
2508706,91871,5,15
2965341,91879,2,8
2624123,91904,3,13
3387853,91905,3,7
3248688,91906,0,10
102798,91908,1,17
1667354,91912,1,10
2202821,91926,0,16
1564302,91928,0,11
416704,91932,6,10
866255,91933,1,9
2902088,91937,0,17
1469894,91942,4,10
966380,91950,3,9
503151,91951,2,15
1490354,91955,0,8
271861,91957,1,8
2327307,91966,4,9
1635884,91971,5,13
2580403,91972,2,21
830298,91972,0,14
2544470,91972,2,14
2856519,91982,2,13
2755157,91985,0,12
463666,91986,3,15
2241518,91987,4,12
58717,91989,3,9
2466945,91989,2,10
2365746,91989,1,12
2889490,91997,0,17
1345765,91999,5,17
2452273,92000,0,20
1246269,92014,4,16
1004448,92016,3,17
1179970,92026,1,12
258040,92040,1,22
799304,92042,6,7
2401888,92047,3,18
3022580,92052,1,16
1489380,92057,0,21
1864477,92062,2,10
3146775,92065,1,11
227511,92078,4,13
2693153,92086,4,11
1320355,92087,5,18
2504822,92102,5,8
452708,92103,6,15
904391,92105,3,12
537244,92108,3,14
2247174,92109,0,19
1916110,92129,1,10
2712800,92134,2,10
1347135,92145,5,8
641453,92154,5,16
3058865,92156,0,15
24028,92159,0,11
320992,92161,3,17
3046617,92170,2,20
2571645,92177,6,13
17570,92189,0,16
3343149,92196,1,12
712440,92198,0,12
2473085,92202,6,11
543504,92210,4,12
2622224,92210,6,15
2182138,92212,3,13
119325,92213,0,21
949217,92215,4,13
698620,92218,1,16
2339079,92219,0,10
1903534,92226,5,19
1380882,92232,5,19
1701055,92232,2,11
1657004,92248,5,16
3079189,92269,1,9
2261836,92276,1,18
1892304,92279,6,10
371705,92282,3,10
3412312,92293,6,10
1073948,92294,3,16
1521216,92317,0,6
1350245,92324,3,10
730268,92326,6,10
781503,92341,4,13
473580,92350,2,13
592124,92366,3,14
2643140,92370,0,16
580575,92374,5,22
2613062,92375,4,10
2183764,92376,0,16
1260470,92383,1,8
1361149,92383,3,7
2093783,92386,5,12
518764,92388,2,17
619412,92393,5,10
2599203,92395,1,9
866794,92409,4,10
564123,92413,6,18
1318719,92416,0,14
3176873,92424,1,12
2104223,92426,1,11
2509412,92426,0,13
2684869,92426,4,21
1290032,92439,4,16
2265974,92455,2,9
1395969,92461,0,7
1385874,92469,6,19
256440,92472,1,13
1345980,92492,2,8
326545,92493,1,9
2143972,92493,4,12
390560,92493,4,21
787735,92496,4,13
2750418,92500,0,19
3287166,92510,5,9
3412349,92510,3,10
2572037,92511,0,14
494639,92517,4,20
1148993,92518,1,13
702687,92521,4,11
2455761,92521,4,14
2358757,92521,5,14
2494757,92526,3,19
485854,92540,0,17
2850911,92546,3,22
1890109,92550,3,14
1485104,92552,3,22
1419635,92573,1,10
1955175,92584,5,16
3217572,92594,0,18
1394374,92594,5,14
2018688,92594,3,14
2732155,92595,0,1
776914,92597,4,14
2235977,92602,6,19
1306157,92616,2,11
17384,92628,2,14
3136159,92638,4,8
2273212,92638,4,9
2731184,92641,0,8
3194802,92641,6,10
257064,92649,1,15
308572,92656,4,9
2593251,92662,5,13
327107,92663,5,12
1991332,92675,1,9
705285,92694,2,14
2153446,92699,5,10
1957641,92699,1,20
3367674,92699,1,14
3180328,92699,6,9
1802800,92705,5,11
999725,92710,1,17
697619,92714,4,19
714159,92720,2,16
2504587,92720,1,12
1885984,92729,6,15
2794522,92734,6,16
1964470,92735,2,16
436835,92747,4,8
1545966,92761,1,10
740344,92766,6,10
2839486,92771,6,11
1100892,92773,3,13
1269947,92777,5,14
3085186,92791,3,13
3225160,92814,0,20
3156540,92820,4,18
3251606,92840,4,10
781971,92841,1,11
1045481,92845,2,13
1183890,92847,1,20
617918,92861,6,11
1045319,92861,3,15
2531011,92864,5,0
616289,92864,3,1
1782747,92865,4,8
3386716,92871,1,15
1306740,92874,2,13
1655593,92876,4,18
368670,92879,0,13
434013,92879,0,13
138771,92898,3,10
3260859,92909,0,7
2671213,92915,2,22
462706,92923,4,18
3340709,92926,5,9
819609,92928,1,16
2165381,92929,4,10
1253379,92952,6,14
2303698,92961,3,20
2268900,92966,5,13
1471323,92983,3,14
841906,93000,0,21
108206,93001,0,11
1314157,93007,2,15
2549587,93012,2,22
3075088,93014,1,16
449777,93018,3,13
1261813,93022,1,14
3321393,93023,0,11
627394,93038,2,19
531705,93041,0,10
545901,93043,1,9
2179891,93046,1,12
1761494,93047,3,15
3171543,93056,2,8
1428727,93061,2,0
1069530,93065,4,12
837426,93068,5,15
2850653,93083,6,18
1996171,93087,1,8
2055326,93087,3,8
552276,93091,2,17
320188,93101,1,14
1427596,93122,0,15
2988611,93124,3,14
688929,93125,0,16
1688483,93127,1,9
2546079,93140,2,17
1798406,93148,5,15
2398562,93149,1,12
1567872,93162,6,11
805841,93174,6,21
852513,93174,6,20
935852,93186,0,9
2162665,93190,6,15
1292037,93197,1,14
485164,93199,3,13
3194969,93199,1,11
643260,93211,4,6
686481,93212,4,15
671370,93218,3,9
3212210,93218,3,16
1898966,93218,0,8
1160641,93226,0,14
967754,93234,0,11
536571,93236,1,9
1496130,93237,0,21
1723934,93241,4,14
720327,93259,4,19
1162378,93260,2,17
2201227,93269,0,7
2260019,93273,6,15
1114216,93275,0,19
3015822,93280,1,14
54866,93296,4,7
